idx,name,description,label,software
2428,max_password_length,Maximum allowed length for user passwords. Decrease this value to  improve performance. Changing this value does not effect existing  passwords.,security,keystone
2429,list_limit,Maximum number of entities that will be returned in an identity collection.,performance,keystone
2430,password_hash_algorithm,The password hashing algorithm to use for passwords stored within keystone.,security,keystone
2431,password_hash_rounds,"This option represents a trade off between security and performance.  Higher values lead to slower performance, but higher security. Changing  this option will only affect newly created passwords as existing  password hashes already have a fixed number of rounds applied, so it is  safe to tune this option in a running cluster.  The default for bcrypt  is 12, must be between 4 and 31, inclusive.  The default for scrypt is  16, must be within range(1,32).  The default for pbkdf_sha512 is 60000, must be within range(1,1<<32)  WARNING: If using scrypt, increasing this value increases BOTH time AND memory requirements to hash a password.",security,keystone
2432,scrypt_block_size,Optional block size to pass to scrypt hash function (the r parameter). Useful for tuning scrypt to optimal performance for your CPU architecture. This option is only used when the password_hash_algorithm option is set to scrypt. Defaults to 8.,performance,keystone
2433,scrypt_parallelism,Optional parallelism to pass to scrypt hash function (the p parameter). This option is only used when the password_hash_algorithm option is set to scrypt. Defaults to 1.,security,keystone
2434,salt_bytesize,Number of bytes to use in scrypt and pbkfd2_sha512 hashing salt.   Default for scrypt is 16 bytes. Default for pbkfd2_sha512 is 16 bytes.   Limited to a maximum of 96 bytes due to the size of the column used to  store password hashes.,performance,keystone
2435,driver,"Entry point for the identity mapping backend driver in the keystone.identity.id_mapping namespace. Keystone only provides a sql driver, so there is no reason to change this unless you are providing a custom entry point.",environment,keystone
2436,generator,"Entry point for the public ID generator for user and group entities in the keystone.identity.id_generator namespace. The Keystone identity mapper only supports generators that produce 64 bytes or less. Keystone only provides a sha256 entry point, so there is no reason to change this value unless you're providing a custom entry point.",others,keystone
2437,backward_compatible_ids,"The format of user and group IDs changed in Juno for backends that do not generate UUIDs (for example, LDAP), with keystone providing a hash  mapping to the underlying attribute in LDAP. By default this mapping is  disabled, which ensures that existing IDs will not change. Even when the mapping is enabled by using domain-specific drivers ([identity] domain_specific_drivers_enabled), any users and groups from the default domain being handled by LDAP will still not be mapped to ensure their IDs remain backward compatible.  Setting this value to false will enable the new mapping for all  backends, including the default LDAP driver. It is only guaranteed to be safe to enable this option if you do not already have assignments for  users and groups from the default LDAP domain, and you consider it to be acceptable for Keystone to provide the different IDs to clients than it did previously (existing IDs in the API will suddenly change).  Typically this means that the only time you can set this value to false  is when configuring a fresh installation, although that is the  recommended value.",reliability,keystone
